process[Recruitment].b0 catchability[summerTANq].q catchability[autumnTANq].q selectivity[M_all].x0 selectivity[M_all].y0 selectivity[M_all].y1 selectivity[M_all].y2 selectivity[summerTANSel_m].a50 selectivity[summerTANSel_m].ato95 selectivity[summerTANSel_m].alpha selectivity[summerTANSel_f].a50 selectivity[summerTANSel_f].ato95 selectivity[autumnTANSel_m].a50 selectivity[autumnTANSel_m].ato95 selectivity[autumnTANSel_m].alpha selectivity[autumnTANSel_f].a50 selectivity[autumnTANSel_f].ato95 selectivity[trwlFSel_m].mu selectivity[trwlFSel_m].sigma_l selectivity[trwlFSel_m].sigma_r selectivity[trwlFSel_m].alpha selectivity[trwlFSel_f].mu selectivity[trwlFSel_f].sigma_l selectivity[trwlFSel_f].sigma_r selectivity[lineHomeFSel_m].a50 selectivity[lineHomeFSel_m].ato95 selectivity[lineHomeFSel_m].alpha selectivity[lineHomeFSel_f].a50 selectivity[lineHomeFSel_f].ato95 selectivity[lineSpawnFSel_m].a50 selectivity[lineSpawnFSel_m].ato95 selectivity[lineSpawnFSel_m].alpha selectivity[lineSpawnFSel_f].a50 selectivity[lineSpawnFSel_f].ato95 process[Recruitment].recruitment_multipliers{1976} process[Recruitment].recruitment_multipliers{1977} process[Recruitment].recruitment_multipliers{1978} process[Recruitment].recruitment_multipliers{1979} process[Recruitment].recruitment_multipliers{1980} process[Recruitment].recruitment_multipliers{1981} process[Recruitment].recruitment_multipliers{1982} process[Recruitment].recruitment_multipliers{1983} process[Recruitment].recruitment_multipliers{1984} process[Recruitment].recruitment_multipliers{1985} process[Recruitment].recruitment_multipliers{1986} process[Recruitment].recruitment_multipliers{1987} process[Recruitment].recruitment_multipliers{1988} process[Recruitment].recruitment_multipliers{1989} process[Recruitment].recruitment_multipliers{1990} process[Recruitment].recruitment_multipliers{1991} process[Recruitment].recruitment_multipliers{1992} process[Recruitment].recruitment_multipliers{1993} process[Recruitment].recruitment_multipliers{1994} process[Recruitment].recruitment_multipliers{1995} process[Recruitment].recruitment_multipliers{1996} process[Recruitment].recruitment_multipliers{1997} process[Recruitment].recruitment_multipliers{1998} process[Recruitment].recruitment_multipliers{1999} process[Recruitment].recruitment_multipliers{2000} process[Recruitment].recruitment_multipliers{2001} process[Recruitment].recruitment_multipliers{2002} process[Recruitment].recruitment_multipliers{2003} process[Recruitment].recruitment_multipliers{2004} process[Recruitment].recruitment_multipliers{2005} process[Recruitment].recruitment_multipliers{2006} process[Recruitment].recruitment_multipliers{2007} process[Recruitment].recruitment_multipliers{2008} process[Recruitment].recruitment_multipliers{2009} process[Recruitment].recruitment_multipliers{2010} process[Recruitment].recruitment_multipliers{2011} process[Recruitment].recruitment_multipliers{2012} process[Recruitment].recruitment_multipliers{2013} process[Recruitment].recruitment_multipliers{2014} process[Recruitment].recruitment_multipliers{2015} process[Recruitment].recruitment_multipliers{2016} process[Recruitment].recruitment_multipliers{2017} process[Recruitment].recruitment_multipliers{2018} 
310577 0.0910559 0.125941 12.9844 0.127969 0.447264 0.353734 4.87645 1.77029 0.601837 5.60807 2.2142 5.63972 2.29781 0.933195 6.05848 2.73846 8.40239 1.94735 200 1.02085 8.73949 2.08849 40.5947 8.60835 4.59169 0.26993 9.53352 3.69064 14.0467 10.0261 1.17449 9.71478 2.8967 0.466425 0.450203 0.564536 0.566878 0.490807 0.56717 0.578546 0.710941 0.636192 0.808019 0.469285 0.707058 0.410425 0.514559 0.342115 0.347279 0.438257 0.475005 0.451332 0.494793 0.470699 0.80486 0.792084 0.831087 0.712485 0.554267 0.476828 0.461396 0.554418 0.542062 0.482628 0.549935 0.615783 0.774625 0.630525 0.77345 0.639284 0.699353 0.648711 0.50623 0.587382 0.589121 0.574499 
covariance_matrix:
-684.224 0.000247161 7.99903e-05 -0.0066856 -9.36665e-05 0.00239197 0.000192035 0.00281703 -0.00156089 -0.000264907 0.00317237 -0.000421429 0.00360377 0.000446717 0.000133049 0.000307766 -0.00341811 0.00163502 0.000102444 0.000336803 -0.000857753 -0.000978529 -0.00193134 -1.68901 -0.026531 -0.0427649 -0.00104427 -0.00335209 -0.00632874 -0.016557 -0.0151582 -0.00262023 -0.00226326 -0.00598433 0.00378454 -0.00122365 0.000972642 0.0054461 0.00434328 0.00108206 0.00760772 -0.01887 0.0443943 -0.0144718 0.00600557 0.00334306 0.00233423 0.00252228 0.00161451 0.00175435 0.0020211 0.00222178 0.00169201 0.00219446 0.00199706 0.00333308 0.00312123 0.00322796 0.00258257 0.00198941 0.00151985 0.00155967 0.00165839 0.0015341 0.00137873 0.0013735 0.00197302 0.00154719 0.00179062 0.00150385 0.00137501 0.00125275 0.00068145 0.000394153 0.000834421 0.00205471 0.00564589 
-1649.31 0.000501708 0.000397285 -0.0063859 -0.000120916 0.00251715 -0.000207524 0.00272953 -0.000606311 -0.000271274 0.0025032 -0.000828734 0.000948623 -0.00236915 -2.20399e-05 0.000180168 -0.0029398 0.00138657 -0.000199047 6.22981e-05 -0.000243451 0.00364425 0.000700912 -0.212799 -0.0281317 -0.0488829 -0.000835881 -0.00161837 -0.00350649 -0.0273661 -0.0221898 -0.00396048 -0.00255369 -0.00509722 0.00172022 0.000463275 0.0063306 0.00232959 0.00175861 0.00790656 0.00357369 0.00847395 -0.0144718 0.0397557 -0.0101843 0.00862699 0.00232387 0.00394159 0.00232622 0.00231932 0.00313255 0.0032173 0.00283347 0.00318977 0.00283368 0.00478918 0.00435216 0.0047147 0.00377769 0.00275074 0.00252785 0.00207976 0.00275639 0.00240589 0.0022011 0.00217442 0.00261849 0.00307958 0.00200424 0.00260386 0.00188347 0.00259124 0.00191631 0.00161178 0.00182269 0.000869267 0.000693163 
-1137.82 0.000372817 0.000329871 -0.0129662 -0.000151638 0.00210511 -0.00020247 0.00176646 -0.000861254 4.40827e-06 0.00137964 -0.00174732 0.00148128 -0.000331488 0.000191603 7.81824e-05 -0.00177954 -0.000101267 -0.000512974 9.66745e-05 -5.0086e-05 1.38466e-05 -0.000584412 -0.491613 -0.0227908 -0.0351333 -0.000778229 -0.00325206 -0.00283019 -0.0135116 -0.00909762 -0.00178894 -0.00251831 -0.00298634 0.00153107 0.000152948 0.0027276 0.00249234 0.0012782 -3.6884e-05 0.00144715 0.00432305 0.00600557 -0.0101843 0.0207905 -0.00460715 0.00296071 0.00172892 0.00118425 0.00115511 0.00151544 0.00150315 0.00150022 0.00150577 0.0013302 0.00270583 0.00243103 0.00243185 0.00217474 0.0015371 0.00127519 0.00116585 0.00122147 0.00131567 0.00103642 0.00128298 0.001354 0.00184811 0.00124076 0.00152075 0.00128407 0.000778256 0.000903778 -0.000809518 -0.000126169 -7.40044e-05 0.001877 
-2144.92 0.000707678 0.000707042 -0.0149394 -0.000192439 0.00188118 -0.000367491 0.000314271 -0.00166205 -0.000199044 0.000837973 -0.000781491 -5.30115e-05 -0.000760476 0.000162323 -0.000601438 -0.000819627 0.0010507 0.000255625 0.000117571 -0.000105928 0.0010796 -9.43215e-05 -0.465769 -0.023993 -0.0361106 -0.000852102 -0.00121617 -0.00162615 -0.0113856 -0.00287571 -0.00196064 -0.00199059 -0.00234937 0.00221566 2.50619e-05 0.00403043 0.00258112 0.00238699 0.00491498 0.00301494 0.00362139 0.00334306 0.00862699 -0.00460715 0.01904 -0.00138231 0.00399741 0.00195828 0.00208113 0.00266759 0.0029665 0.00283241 0.00258238 0.00254178 0.00402967 0.00414283 0.00416724 0.00350532 0.00239341 0.0021532 0.00208551 0.00231601 0.0023636 0.00194276 0.00230111 0.00248045 0.00308808 0.00187856 0.00255973 0.00213705 0.00255648 0.00206912 0.00148507 0.00107516 0.000864879 0.0022849 
-1243.95 0.000411503 0.000444058 -0.00829143 -0.000113813 0.000935291 -0.000246322 0.000739387 -0.000270206 3.13797e-05 0.000325311 -0.000665389 0.000206345 0.000120269 -7.93632e-05 0.000541064 0.000616964 5.49254e-05 -1.96037e-05 5.01267e-05 -7.2214e-05 0.000349599 -4.01107e-05 -0.282093 -0.0128921 -0.0186188 -0.000436666 -0.00059258 -0.000397924 -0.00443804 5.01861e-05 -0.00076098 -0.00153208 -0.0014046 0.00136045 -0.000223064 0.00248272 0.00166926 0.00120449 0.00194582 0.00137208 0.00272164 0.00233423 0.00232387 0.00296071 -0.00138231 0.00856513 -0.000376631 0.00134551 0.00115568 0.00138396 0.00156519 0.0013447 0.00149847 0.00117767 0.00236708 0.00221262 0.00239351 0.00191101 0.00150459 0.00113722 0.00113166 0.00135682 0.00117461 0.00116539 0.00123737 0.00138801 0.00160953 0.00142263 0.00154539 0.00112781 0.0013658 0.00105951 0.000538282 0.000690691 0.000674491 0.00117529 
-1669.1 0.000547398 0.000612951 0.000128047 -6.01761e-05 -0.000446875 -0.000277564 -0.00142481 -0.000372294 -7.70473e-05 -0.000837822 0.000885171 0.00116896 0.00348474 5.45646e-05 0.00111387 0.00410945 0.00141077 0.00119119 3.50085e-05 0.000113218 0.0011606 0.000920715 -0.289742 -0.00223606 -0.000485403 -0.00017212 0.00104108 0.00201936 0.000506218 0.00553198 -0.000147289 -0.00093823 -0.0010304 0.00126077 0.000217813 0.00314075 0.00204474 0.00148066 0.00255543 0.00195725 0.00322236 0.00252228 0.00394159 0.00172892 0.00399741 -0.000376631 0.00822399 5.08052e-05 0.00156 0.00203785 0.00208184 0.00187542 0.00199142 0.00174647 0.0031565 0.00295203 0.00322052 0.00256518 0.00187827 0.00165706 0.00144231 0.00180202 0.00176369 0.00151674 0.0016791 0.00175273 0.00222297 0.00164248 0.00209706 0.00159943 0.00162915 0.00149465 0.000705446 0.000470484 0.000796567 0.0015165 
-1058.37 0.000354307 0.000413486 0.0031998 -5.69933e-05 -0.000321314 -0.000118152 -0.000467481 0.000459478 -7.14566e-05 -0.000136592 0.000688668 0.00141582 0.00233224 -5.49864e-05 0.00142628 0.00230972 0.000472762 0.000520737 1.41772e-05 8.64387e-05 0.000407365 0.000391801 -0.190334 -0.0017259 -0.000126338 -0.00015461 0.00106 0.00185132 -4.19771e-05 0.00254038 -0.000236149 -0.000498287 -0.000308537 0.000921401 -6.31454e-05 0.00183887 0.00110785 0.000877675 0.00157241 0.00127127 0.00207206 0.00161451 0.00232622 0.00118425 0.00195828 0.00134551 5.08052e-05 0.00494213 -0.000114208 0.00131551 0.00129268 0.00109747 0.00120204 0.0011539 0.00203648 0.00188687 0.00194647 0.00160383 0.00123124 0.000995098 0.000963277 0.00113797 0.00116426 0.00097762 0.00106346 0.00113206 0.00151327 0.00122295 0.00132612 0.0011162 0.00121812 0.000954542 0.000624643 0.00030941 0.000526611 0.000918367 
-1074.23 0.000363269 0.000413684 0.000581023 -7.35677e-05 0.000217207 -0.000149048 0.000588868 0.000557834 -8.40567e-05 0.000818315 0.000637273 0.00156347 0.00105107 1.37356e-05 0.00138735 0.000986454 0.000947223 0.000494264 2.5001e-05 -4.24793e-05 0.000534981 0.000120332 -0.237322 -0.00395902 -0.00511329 -0.000253192 0.000694522 0.00113428 -0.00264811 -0.00100616 -0.0004699 -0.000836792 -0.00117698 0.000549973 -0.000196836 0.00180858 0.00124938 0.000896817 0.00163031 0.00123256 0.00205853 0.00175435 0.00231932 0.00115511 0.00208113 0.00115568 0.00156 -0.000114208 0.00512934 -0.000235977 0.00140875 0.00115615 0.00128058 0.0010194 0.00215269 0.00194406 0.001868 0.00167567 0.00124401 0.000996167 0.000988695 0.00115192 0.00105324 0.000994608 0.0010857 0.00114758 0.00159066 0.00120975 0.00135671 0.00107396 0.00121989 0.0011586 0.000730751 0.000405051 0.000529119 0.000775927 
-1312.12 0.000434263 0.000500973 0.00311626 -8.33964e-05 -0.000144335 -0.00017184 -7.06444e-05 5.44079e-05 -4.29966e-05 8.23467e-05 0.000283013 0.000864555 0.000863706 1.69045e-05 0.000817091 0.000796101 0.0012577 0.000829731 2.34213e-05 0.000126612 0.00070683 0.000463676 -0.342919 -2.4159e-05 0.000504356 -8.67465e-05 0.00236046 0.00319017 0.00265696 0.00464894 0.000430158 -0.0011323 -0.00101431 0.00100013 -2.30671e-05 0.00224337 0.00151202 0.00125399 0.00220405 0.0012877 0.0025516 0.0020211 0.00313255 0.00151544 0.00266759 0.00138396 0.00203785 0.00131551 -0.000235977 0.00717214 -0.000741299 0.00199393 0.00153498 0.00155313 0.00256338 0.00241984 0.00253986 0.00205593 0.0016183 0.00139505 0.00123434 0.00152891 0.00153323 0.00126955 0.00140176 0.00161412 0.00203537 0.00147811 0.00184611 0.00152269 0.00164438 0.00127864 0.000783473 0.000735825 0.000779776 0.00123883 
-1254.03 0.00039878 0.000515165 0.00830499 6.98337e-06 -0.000966337 -0.000193667 -0.00131102 -5.01671e-05 -3.72539e-05 -0.00106985 0.000213096 0.001017 0.00300427 -0.00047763 0.00279094 0.00444468 0.00172668 0.00148725 2.24429e-05 -0.000136799 0.00177971 0.00136183 -0.377027 0.0117369 0.0200298 0.000256147 0.00222464 0.0026489 0.00881359 0.0116333 0.000432754 7.83137e-05 0.000300176 0.00117457 2.80818e-05 0.00277573 0.00174965 0.00132547 0.00234907 0.00183528 0.00280697 0.00222178 0.0032173 0.00150315 0.0029665 0.00156519 0.00208184 0.00129268 0.00140875 -0.000741299 0.00941915 -0.00171577 0.00269748 0.00164233 0.00273904 0.00271877 0.0027343 0.0023421 0.00171306 0.00154474 0.00133891 0.00177453 0.00167927 0.00142183 0.00158914 0.00162627 0.00199048 0.0015514 0.00185614 0.00141272 0.00143575 0.00146962 0.000740305 0.000701046 0.000649868 0.00115374 
-948.192 0.0002969 0.000345366 0.00975795 -1.61585e-05 -0.00114492 -3.33964e-05 -0.0020779 -0.000263562 -5.67395e-05 -0.00149974 0.000996398 0.00182779 0.00516252 0.000373762 0.000911128 0.00457281 0.00225887 0.00167845 -2.2568e-05 0.000348238 5.16572e-05 0.000628376 -0.345195 0.0170485 0.0269624 0.00040794 0.00374354 0.00508656 0.00803206 0.00448293 0.00169824 0.000524409 0.00130156 0.00131287 -0.000263582 0.00227444 0.00149658 0.0010425 0.00234973 0.00128763 0.00265472 0.00169201 0.00283347 0.00150022 0.00283241 0.0013447 0.00187542 0.00109747 0.00115615 0.00199393 -0.00171577 0.0101934 -0.00196821 0.00233431 0.00271659 0.00262717 0.00268102 0.00234777 0.00165512 0.00142061 0.00144116 0.00166716 0.00168482 0.00143219 0.00155749 0.00152083 0.00199877 0.00142196 0.00169858 0.00123943 0.00163099 0.00130784 0.000818569 0.000702653 0.00114719 0.00110428 
-871.218 0.000266325 0.000362666 0.00362038 -5.80117e-05 0.000286746 -0.000120708 4.59146e-05 -0.000122358 -0.000131509 0.000237318 -0.00033454 0.00313932 0.00255829 -0.000473021 0.00440935 0.00323837 0.00185909 0.000894798 -1.75406e-06 -0.000106112 0.000649073 0.000115314 -0.488505 0.000182312 -0.00193298 -7.51223e-05 0.000724963 -0.000318482 0.00632958 0.00576842 0.000247617 0.000442007 0.000329007 0.00129037 -9.9271e-05 0.00246339 0.00169755 0.00118661 0.00213624 0.00165003 0.00246713 0.00219446 0.00318977 0.00150577 0.00258238 0.00149847 0.00199142 0.00120204 0.00128058 0.00153498 0.00269748 -0.00196821 0.0103635 -0.00174977 0.00403358 0.00280253 0.00303879 0.00252058 0.00189545 0.00159926 0.00147935 0.00179864 0.00171977 0.00156488 0.00159645 0.00179583 0.00207065 0.00169887 0.00196095 0.00170296 0.00168777 0.00177545 0.000579371 0.000822367 0.00091807 0.000985687 
-702.122 0.0002166 0.000279173 0.00306686 -6.08372e-05 6.79471e-06 -9.21049e-05 -0.000600674 -0.000234896 -2.78248e-05 -0.000357518 0.00028346 0.00173684 0.00112236 -7.10538e-05 0.0011677 -0.000560223 -0.000357806 6.52041e-05 -6.35263e-06 -9.41032e-05 0.000434107 0.000464037 -0.441394 0.00208176 0.00342444 1.71127e-05 0.00174116 0.00220971 0.003112 0.00025655 0.000242519 -0.000426582 -0.00149566 0.00129834 -0.000171303 0.00246881 0.00159304 0.00109531 0.00219864 0.00139699 0.00264983 0.00199706 0.00283368 0.0013302 0.00254178 0.00117767 0.00174647 0.0011539 0.0010194 0.00155313 0.00164233 0.00233431 -0.00174977 0.00951045 -0.000894902 0.00378325 0.00259202 0.00229445 0.00173511 0.00153014 0.00137469 0.00167601 0.00167858 0.0013881 0.00148316 0.00167423 0.00209873 0.0015595 0.00177411 0.00125384 0.00152063 0.000931274 0.000934203 0.000655092 0.000868139 0.00107859 
-967.606 0.0002885 0.000367711 -0.00213277 -0.000153926 0.00115836 -0.000207015 0.000357174 -0.000720142 -0.000161214 0.000273492 -0.00124229 0.00358904 0.00251519 -0.000331342 0.00335837 0.00162554 0.00202021 0.00106145 3.14418e-07 -0.000129444 0.00159731 0.000451838 -0.894801 -0.0223898 -0.0396762 -0.000799339 -0.000143789 -0.00166843 -0.00290922 -0.00779868 -0.000542258 -5.41559e-05 -0.00243729 0.00210361 -9.87727e-05 0.00407024 0.00274434 0.00166321 0.00332562 0.00249944 0.00443538 0.00333308 0.00478918 0.00270583 0.00402967 0.00236708 0.0031565 0.00203648 0.00215269 0.00256338 0.00273904 0.00271659 0.00403358 -0.000894902 0.0153793 0.000826669 0.00619171 0.00421008 0.00329723 0.00281554 0.00255087 0.00296015 0.00296461 0.00242792 0.00281923 0.00323945 0.00391472 0.00314095 0.00376296 0.00303944 0.00305589 0.002905 0.000981574 0.001059 0.00163564 0.00204907 
-842.999 0.000241496 0.000345269 0.00998514 -1.30844e-05 -0.00131458 -0.000192833 -0.00292131 -0.000310139 -5.84135e-05 -0.0018634 0.00127332 0.000447978 0.00253986 -0.000350378 0.000560677 0.00146313 0.000521471 0.00127104 -2.88521e-06 -9.52951e-05 0.00206367 0.00187578 -0.680786 0.0107939 0.0199884 0.000270464 0.0032494 0.00479162 0.0053804 0.000895776 0.000182615 0.000346476 -0.0010549 0.0023681 -0.000219814 0.00383651 0.00242986 0.00163861 0.00342635 0.00209876 0.00418511 0.00312123 0.00435216 0.00243103 0.00414283 0.00221262 0.00295203 0.00188687 0.00194406 0.00241984 0.00271877 0.00262717 0.00280253 0.00378325 0.000826669 0.0145142 0.0014426 0.00513053 0.00320779 0.00257535 0.0027097 0.00307804 0.00298587 0.002687 0.00291429 0.00296689 0.00384443 0.00301596 0.0034865 0.00267958 0.00320142 0.00231835 0.00168897 0.000975758 0.00169329 0.00209511 
-618.65 0.00017971 0.000245803 0.0048192 -8.25567e-05 4.0737e-05 -0.000134589 -0.000660043 3.24768e-05 -0.000199436 0.0002679 0.000742445 0.00208941 0.00369964 -0.000355419 0.0018287 0.00233284 0.00244303 0.00141665 -2.66476e-06 -0.000171881 0.00176977 0.000846047 -0.791431 -0.009373 -0.0162357 -0.000347638 0.000745707 -0.000276443 -0.00818906 -0.0138744 -0.00130363 0.000175987 -0.00245298 0.00213148 6.75107e-05 0.00416595 0.00285205 0.00179007 0.00339087 0.00233902 0.00427733 0.00322796 0.0047147 0.00243185 0.00416724 0.00239351 0.00322052 0.00194647 0.001868 0.00253986 0.0027343 0.00268102 0.00303879 0.00259202 0.00619171 0.0014426 0.0142171 0.0018071 0.00390657 0.00305195 0.00261129 0.00328148 0.00330542 0.00278315 0.00303055 0.00353674 0.00409848 0.00326372 0.00395642 0.00328849 0.00347583 0.00316812 0.00159021 0.00108207 0.00169752 0.00206092 
-408.183 0.000114089 0.000177526 0.0057194 -4.40068e-05 -0.000289947 -0.000107861 -0.00037611 0.000391795 -0.000127622 -9.5415e-05 0.000591182 0.00192341 0.00318242 -0.000209377 0.00122124 0.00179478 0.00206274 0.00130127 -1.36457e-06 -0.000125131 0.00111131 0.00077762 -0.60694 0.0014524 0.00245785 -3.55771e-05 0.00207118 0.00242783 -0.002322 -0.00893674 -0.00050253 -9.95688e-06 -0.00222241 0.00198936 -0.000324726 0.00348835 0.00230892 0.00128829 0.00288025 0.00179658 0.00375018 0.00258257 0.00377769 0.00217474 0.00350532 0.00191101 0.00256518 0.00160383 0.00167567 0.00205593 0.0023421 0.00234777 0.00252058 0.00229445 0.00421008 0.00513053 0.0018071 0.0113822 0.000837415 0.00292149 0.00252378 0.00288841 0.00286299 0.00251405 0.00278983 0.002944 0.00363191 0.00286325 0.00353955 0.00286433 0.00323666 0.00259003 0.00159568 0.000936238 0.00158532 0.00191496 
-225.181 5.7902e-05 0.000116476 0.00427009 -5.25636e-05 -0.000211645 -8.25619e-05 -0.000497136 -0.00012697 -5.35241e-05 -0.000149833 6.92171e-05 0.000721488 0.00192126 -0.000451125 0.00138425 0.00152291 0.00185342 0.00122347 -5.32978e-06 -0.000232606 0.00169206 0.00104233 -0.500565 -0.00506263 -0.00778633 -0.000151627 0.000364515 0.000430135 -0.00569711 -0.00818129 -0.00106299 -0.000192194 -0.00115831 0.00154363 -0.00012047 0.00243583 0.00162029 0.00107854 0.00204985 0.00132611 0.00288302 0.00198941 0.00275074 0.0015371 0.00239341 0.00150459 0.00187827 0.00123124 0.00124401 0.0016183 0.00171306 0.00165512 0.00189545 0.00173511 0.00329723 0.00320779 0.00390657 0.000837415 0.00833419 0.000156833 0.00222988 0.00215835 0.00219573 0.00192209 0.00212317 0.00237403 0.00289363 0.00243104 0.00286142 0.00233754 0.0025511 0.00226968 0.001308 0.000772719 0.00108107 0.00150837 
-130.85 3.1259e-05 7.11257e-05 0.00530101 -9.96334e-06 -0.00061825 -4.32678e-05 -0.00075785 0.000261067 -4.23056e-05 -0.000558932 0.000591339 0.00111979 0.00263788 -4.56023e-05 0.000411563 0.0017929 0.00177295 0.00120589 -2.92955e-06 1.10397e-05 0.000532754 0.000582634 -0.354825 0.00614489 0.00994095 0.00013778 0.00254946 0.00307504 0.000764922 -0.00258773 4.41362e-05 0.000166342 -0.00135598 0.000872081 -0.000187868 0.00222477 0.00155585 0.00090458 0.00188287 0.00106557 0.00241951 0.00151985 0.00252785 0.00127519 0.0021532 0.00113722 0.00165706 0.000995098 0.000996167 0.00139505 0.00154474 0.00142061 0.00159926 0.00153014 0.00281554 0.00257535 0.00305195 0.00292149 0.000156833 0.00720146 -0.000219457 0.00236877 0.00192573 0.00170766 0.0018896 0.00219715 0.00272755 0.00205939 0.00257762 0.00207462 0.00233464 0.00189147 0.00120929 0.000671173 0.00110393 0.00135079 
-86.1795 2.04734e-05 7.56272e-05 0.00568829 -3.96124e-05 -0.000626866 -1.39412e-05 -0.000957986 0.000206061 -6.97113e-05 -0.000542735 0.000515743 -0.000222124 0.00164001 -0.000363871 0.000162152 0.0012308 0.000601248 0.000719668 -2.91386e-06 -0.000144659 0.000619215 0.000660316 -0.361334 0.000152699 0.00110302 -6.46056e-05 0.00129833 0.00203715 -0.00280714 -0.00370289 -0.000501145 -0.000496198 -0.00131737 0.00121442 -0.000270113 0.00162937 0.00108949 0.000681999 0.00172832 0.0010061 0.00187823 0.00155967 0.00207976 0.00116585 0.00208551 0.00113166 0.00144231 0.000963277 0.000988695 0.00123434 0.00133891 0.00144116 0.00147935 0.00137469 0.00255087 0.0027097 0.00261129 0.00252378 0.00222988 -0.000219457 0.006978 -8.43066e-05 0.00228441 0.00161085 0.00192407 0.00204531 0.00248972 0.00202481 0.00246858 0.00201021 0.00216522 0.00181048 0.0011831 0.000857019 0.00129478 0.00118583 
-47.6986 5.5502e-06 7.76467e-05 0.00853243 1.15375e-05 -0.00127984 -5.97286e-05 -0.00158516 0.000264531 -5.45208e-05 -0.000954805 0.00115297 0.000385902 0.00331282 -0.000371272 0.000865597 0.00302136 0.00176084 0.00155836 -5.64382e-06 -3.05951e-05 0.00127066 0.00123034 -0.353019 0.0155094 0.0248202 0.000407178 0.00365018 0.00433982 0.00185219 0.00032534 -1.08315e-05 -4.53571e-05 -0.00106383 0.00127376 -0.000309099 0.00225137 0.00146852 0.000942282 0.00213752 0.00116042 0.00235409 0.00165839 0.00275639 0.00122147 0.00231601 0.00135682 0.00180202 0.00113797 0.00115192 0.00152891 0.00177453 0.00166716 0.00179864 0.00167601 0.00296015 0.00307804 0.00328148 0.00288841 0.00215835 0.00236877 -8.43066e-05 0.00846766 0.000545597 0.00253783 0.00231236 0.00256298 0.00334709 0.00256331 0.00305763 0.00244648 0.00293562 0.00234985 0.00148139 0.000940533 0.00147421 0.00154092 
32.8151 -1.39581e-05 5.41867e-05 0.00948029 -3.12203e-06 -0.00141908 4.81429e-05 -0.00169801 0.000718707 -6.13202e-05 -0.00132106 0.00123496 -6.88085e-05 0.00321148 -0.000377011 1.15185e-05 0.0026855 0.0019341 0.00177418 -4.36842e-06 0.000103325 0.00138986 0.00146366 -0.286467 0.0176963 0.0277259 0.00047419 0.00393989 0.00486381 0.00514827 0.00397903 0.000680637 -8.9728e-05 -0.000579502 0.00115138 -0.000205902 0.00222463 0.00141717 0.000876432 0.00198928 0.00103549 0.00255077 0.0015341 0.00240589 0.00131567 0.0023636 0.00117461 0.00176369 0.00116426 0.00105324 0.00153323 0.00167927 0.00168482 0.00171977 0.00167858 0.00296461 0.00298587 0.00330542 0.00286299 0.00219573 0.00192573 0.00228441 0.000545597 0.00854895 0.000551714 0.00272728 0.00278113 0.00335687 0.00264454 0.00337626 0.00276697 0.00298013 0.00244088 0.00156223 0.000935086 0.00148989 0.00185068 
102.493 -3.09254e-05 2.77723e-05 0.00700122 -1.2553e-05 -0.00100105 4.84108e-05 -0.00103082 0.000369147 -4.81885e-05 -0.000563871 0.00111504 0.0002307 0.00262338 -0.000386511 0.000761059 0.002361 0.0021664 0.00159341 -6.01663e-06 2.52786e-05 0.00163201 0.00126005 -0.259159 0.0122818 0.0179736 0.000325628 0.00298065 0.00296309 0.00472868 0.00434257 0.000529566 -0.000387537 -0.00084449 0.00108811 -0.000403994 0.00185289 0.00118093 0.000706674 0.00178514 0.00080205 0.00204757 0.00137873 0.0022011 0.00103642 0.00194276 0.00116539 0.00151674 0.00097762 0.000994608 0.00126955 0.00142183 0.00143219 0.00156488 0.0013881 0.00242792 0.002687 0.00278315 0.00251405 0.00192209 0.00170766 0.00161085 0.00253783 0.000551714 0.00757388 0.000627788 0.00274034 0.00313925 0.00253831 0.00305911 0.0023742 0.00291215 0.00236753 0.00158652 0.000948326 0.00136275 0.00145037 
106.075 -2.6021e-05 6.1544e-05 0.00583029 -7.79695e-05 -0.000530559 6.0894e-05 -0.000407248 0.00062516 -5.60514e-05 -0.000189349 0.00043836 0.000177859 0.0023645 -0.000622343 0.00104647 0.00189004 0.00178795 0.00127311 -5.42803e-06 -6.60128e-05 0.00215795 0.00133488 -0.350437 0.00344397 0.00371466 5.96668e-05 0.00181383 0.00163688 0.00159558 0.00295284 0.000151137 -0.00133093 -0.001669 0.000945309 8.75849e-06 0.00186944 0.00113608 0.000697916 0.0015971 0.00095901 0.00224095 0.0013735 0.00217442 0.00128298 0.00230111 0.00123737 0.0016791 0.00106346 0.0010857 0.00140176 0.00158914 0.00155749 0.00159645 0.00148316 0.00281923 0.00291429 0.00303055 0.00278983 0.00212317 0.0018896 0.00192407 0.00231236 0.00272728 0.000627788 0.00908587 0.000784533 0.00407455 0.00284027 0.00372459 0.00298123 0.00324496 0.00275013 0.00162581 0.000843359 0.00117426 0.00165857 
