* MPD
estimate_values:
process[Recruitment].b0 age_length[asMm0].linf age_length[asMm0].cv_last selectivity[potSurveySel_male].a50 selectivity[potSurveySel_male].ato95 selectivity[potSurveySel_female].a50 selectivity[potSurveySel_female].ato95 process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} process[Recruitment].ycs_values{2014} 
14210.7 47.3135 0.0614247 3.04015 0.19197 3.3151 1.02651 0.23512 0.232089 0.233169 0.241993 0.264699 0.314953 0.416347 0.601999 0.90255 1.37986 1.55858 1.02851 0.8478 0.847081 1.06575 1.5481 1.05337 0.802935 0.816576 0.628936 0.802337 0.745992 0.466754 1.09063 0.917104 0.38256 0.901903 0.720451 0.834791 0.426064 1.28707 0.691099 0.736775 0.561903 0.439778 
covariance_matrix:
-4.64244 0.002743 -9.46049e-05 -693.136 -3314.07 -0.000151521 -0.000804539 0.000501621 0.000504137 0.000514643 0.000543773 0.000610159 0.000761144 0.00109975 0.00180632 0.00299482 0.00618478 0.00963903 0.00209585 0.00171937 0.00156262 0.00188397 0.0134349 0.00295684 0.00178546 0.0012106 -0.000348208 -0.00234389 -0.00295022 0.027531 -0.00108704 0.00157572 0.00104557 0.00293641 0.00228825 0.00264386 0.00125919 0.00399585 0.00200459 0.00192594 0.00130861 0.000943757 
-28.099 0.0667148 -0.000848248 -2144.33 -10252.6 -0.00152479 -0.00585307 0.00166371 0.00165177 0.00162781 0.0016209 0.0016391 0.00175041 0.00220053 0.00348891 0.00607164 0.012225 0.0363265 0.00903671 0.00613509 0.00374117 0.00168805 0.0407174 0.0123034 0.00769503 0.00777402 0.00332719 0.0012875 -0.00206792 -0.00108704 0.0598208 0.00919842 0.0036233 0.00727719 0.0070466 0.00838956 0.00399708 0.0120986 0.00595992 0.00475604 0.002265 0.00167851 
-25.6257 0.0729985 -0.000728515 -609.918 -2916.18 -0.00186045 -0.00619142 0.00145632 0.00144094 0.00140544 0.00137127 0.00132768 0.00130232 0.00146709 0.00219905 0.00388907 0.00758093 0.0314845 0.00822394 0.00531061 0.00276867 0.000183545 0.0325476 0.0105181 0.00637945 0.00671757 0.00379967 0.00473394 0.00275221 0.00157572 0.00919842 0.0370788 0.00309784 0.00507081 0.00549179 0.00683565 0.00332209 0.00991026 0.00486789 0.00365726 0.0014137 0.0010598 
-4.82364 0.0130354 -0.000118106 1349.87 6454.09 -0.000646911 -0.00134587 0.000562319 0.000560672 0.00056066 0.000570999 0.000599015 0.0006713 0.000862478 0.0013103 0.00210992 0.00412329 0.00966153 0.00243345 0.00178967 0.00132551 0.00110012 0.0110056 0.00298315 0.00201165 0.0023766 0.0015252 0.00235835 0.00198615 0.00104557 0.0036233 0.00309784 0.00797153 0.00200492 0.00172575 0.00221983 0.00115594 0.0036915 0.00184766 0.00172779 0.00105434 0.000772145 
0.683333 -0.00996874 6.93912e-05 6540.26 31270.8 0.00415596 0.0160422 0.00134125 0.00134987 0.00138879 0.00148234 0.00168397 0.00211285 0.00299644 0.00469825 0.00736427 0.0147857 0.0188344 0.00422866 0.00392398 0.00419508 0.00583396 0.0254588 0.00514217 0.00434328 0.00603176 0.00420327 0.00678318 0.0060254 0.00293641 0.00727719 0.00507081 0.00200492 0.0230845 0.00318025 0.00443902 0.00257476 0.0101801 0.00464155 0.00525841 0.00415802 0.00370661 
-6.41352 0.0110123 -0.000131513 -28976.9 -138546 0.00128704 -0.00883339 0.000924579 0.000926407 0.000939518 0.000981275 0.001078 0.00130203 0.00182184 0.00294169 0.00489107 0.0101382 0.0180632 0.0041996 0.00335263 0.00290891 0.00320394 0.0218711 0.00542463 0.00408223 0.00529327 0.0035368 0.00539316 0.00448464 0.00228825 0.0070466 0.00549179 0.00172575 0.00318025 0.0211514 0.00359667 0.00201254 0.00689026 0.0040985 0.00350771 0.00231473 0.00154065 
-4.60176 0.0147069 -0.000148717 2597.9 12421.3 -0.00182287 -0.00464767 0.00109604 0.00109731 0.00111041 0.00115465 0.00125758 0.00149627 0.00205399 0.00326608 0.00540758 0.0112966 0.0210096 0.00492696 0.00390922 0.00335 0.003596 0.0250908 0.00633092 0.00471947 0.00607904 0.0040605 0.00621868 0.00516877 0.00264386 0.00838956 0.00683565 0.00221983 0.00443902 0.00359667 0.0247641 0.00243735 0.00857729 0.00454801 0.00464208 0.00319643 0.00218522 
0.152687 0.00518312 -4.17605e-05 2044.77 9776.61 -0.000723492 -0.00129129 0.000567478 0.000567756 0.000574995 0.000598329 0.000651658 0.000771103 0.0010382 0.00159688 0.00255674 0.00526732 0.00939024 0.00222872 0.00181545 0.00162256 0.00183375 0.0113683 0.00278305 0.00208774 0.00268544 0.0017983 0.00280791 0.00240744 0.00125919 0.00399708 0.00332209 0.00115594 0.00257476 0.00201254 0.00243735 0.00861615 0.0043983 0.00230807 0.00249902 0.0018366 0.00130195 
9.07615 0.00646417 -2.23203e-06 7585.2 36266.9 0.00408202 0.0162578 0.00191158 0.00191354 0.00194491 0.00203505 0.00223535 0.0026681 0.00358868 0.00543106 0.00851205 0.0175739 0.0285519 0.00672406 0.00573338 0.00548502 0.0067099 0.0354684 0.00822294 0.00635761 0.00831162 0.00561793 0.00890004 0.00774252 0.00399585 0.0120986 0.00991026 0.0036915 0.0101801 0.00689026 0.00857729 0.0043983 0.0364825 0.00797189 0.00905882 0.00709454 0.00594168 
8.96635 -0.000549907 4.90781e-05 -13522.8 -64656 0.000533556 -0.00435022 0.00101304 0.0010136 0.00103175 0.00108222 0.00119312 0.00142721 0.00190742 0.00283559 0.00435918 0.00902957 0.0137809 0.00323228 0.00286283 0.00288195 0.00370976 0.0174401 0.00385857 0.003043 0.00400086 0.00271033 0.00435153 0.0038617 0.00200459 0.00595992 0.00486789 0.00184766 0.00464155 0.0040985 0.00454801 0.00230807 0.00797189 0.016445 0.00525442 0.00414665 0.00302059 
20.351 -0.0181055 0.00023018 8193.43 39175 -0.00130881 -0.000527457 0.00111649 0.00112039 0.00115355 0.00123147 0.0013955 0.00172414 0.00234088 0.00342161 0.00505922 0.0105091 0.0113357 0.00250098 0.00269747 0.00334394 0.00511687 0.0161795 0.00275733 0.00257369 0.00366587 0.00257036 0.00428264 0.0039268 0.00192594 0.00475604 0.00365726 0.00172779 0.00525841 0.00350771 0.00464208 0.00249902 0.00905882 0.00525442 0.0211718 0.00580151 0.00432791 
21.9125 -0.0277234 0.000284708 8839.73 42265.1 -0.00076707 0.00168182 0.000819001 0.000824866 0.00086073 0.000938356 0.00109857 0.00141196 0.001971 0.00288817 0.0041903 0.00875945 0.00593716 0.00110697 0.00172312 0.00270241 0.00474921 0.010404 0.00103071 0.00146289 0.00241126 0.00179108 0.00310636 0.00291802 0.00130861 0.002265 0.0014137 0.00105434 0.00415802 0.00231473 0.00319643 0.0018366 0.00709454 0.00414665 0.00580151 0.0164201 0.00395695 
16.947 -0.0182747 0.000186076 6631.75 31708.2 0.00344272 0.0138463 0.000539739 0.000543346 0.000567107 0.000618785 0.0007256 0.000934616 0.00130807 0.00192804 0.00285543 0.00623018 0.00483342 0.000888611 0.00128199 0.00193715 0.00333499 0.00785748 0.00090254 0.00114084 0.00182268 0.00133511 0.0022842 0.00211242 0.000943757 0.00167851 0.0010598 0.000772145 0.00370661 0.00154065 0.00218522 0.00130195 0.00594168 0.00302059 0.00432791 0.00395695 0.0134071 
*end
