process[Recruitment].b0 selectivity[MaturationSel_male].v{1} selectivity[MaturationSel_male].v{2} selectivity[MaturationSel_male].v{3} selectivity[MaturationSel_male].v{4} selectivity[MaturationSel_female].v{1} selectivity[MaturationSel_female].v{2} selectivity[MaturationSel_female].v{3} selectivity[MaturationSel_female].v{4} process[Recruitment].ycs_values{1958} process[Recruitment].ycs_values{1959} process[Recruitment].ycs_values{1960} process[Recruitment].ycs_values{1961} process[Recruitment].ycs_values{1962} process[Recruitment].ycs_values{1963} process[Recruitment].ycs_values{1964} process[Recruitment].ycs_values{1965} process[Recruitment].ycs_values{1966} process[Recruitment].ycs_values{1967} process[Recruitment].ycs_values{1968} process[Recruitment].ycs_values{1969} process[Recruitment].ycs_values{1970} process[Recruitment].ycs_values{1971} process[Recruitment].ycs_values{1972} process[Recruitment].ycs_values{1973} process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} parameter_transformation[M_nonspawn_avg_diff].average_parameter parameter_transformation[M_nonspawn_avg_diff].difference_parameter observation[TangaroaAcousticMature].process_error 
299610 0.0853669 0.735258 0.514323 0.293981 0.0190345 0.515637 0.94578 0.999 0.251687 0.256263 0.261698 0.268296 0.276323 0.286361 0.300089 0.707008 0.464017 0.32237 0.231725 0.12143 0.0708351 0.136124 0.0915088 0.0498304 0.0521509 0.107502 0.0430752 0.0337305 0.042266 0.312768 0.304796 0.0779883 0.0275099 0.112475 0.107569 0.0925564 0.23474 0.105181 0.358491 0.0300068 0.2116 2.26862 0.460416 0.218181 0.106325 0.462205 0.299581 0.120961 0.264764 0.160483 0.246235 0.574981 0.338164 0.205854 0.201745 0.256777 1.31409 0.523281 0.152418 0.876062 0.00771912 0.5907 0.094947 0.161979 -0.00906314 0.0001 
covariance_matrix:
-16.1448 6.6277e-06 9.6779e-06 3.78119e-05 0.000133465 3.47864e-06 -4.08781e-07 -9.62225e-05 1.75631e-10 -5.00318e-05 0.000160904 8.69841e-06 0.000344488 0.000476636 0.000433923 0.000398167 0.0018429 0.00083703 0.000675636 0.000375372 0.000177833 0.000130175 0.000304102 0.000156695 6.95916e-05 8.79521e-05 0.000214231 8.48547e-05 6.59954e-05 7.2568e-05 0.000638546 0.000635468 0.000156387 4.61886e-05 0.000228915 0.000220889 0.000187946 0.000469659 0.000203209 0.000711061 4.49593e-05 0.00038833 0.00428816 0.000878419 0.000417276 0.00100738 0.000909572 0.000600057 0.000231886 0.000491224 0.000298574 0.000450319 0.00104707 0.000659617 0.000371764 0.000401777 0.000525532 0.00245979 0.000978093 0.000285714 0.00162003 -1.01755e-06 0.00108077 0.000139889 -3.6075e-05 -3.04673e-06 1.16172e-14 
-28.7306 4.78386e-05 0.000400289 -0.000847099 0.00413746 8.27073e-06 0.000318461 -0.000662469 8.63278e-10 -0.000230359 0.000684272 -1.56458e-05 0.00145213 0.00222317 0.00254916 0.0018818 0.00754949 0.00345473 0.00283938 0.00161569 0.000769526 0.000540304 0.00120294 0.000743201 0.000368897 0.000410576 0.000957782 0.000355044 0.000284143 0.000364593 0.00290802 0.0028732 0.000719733 0.000229297 0.00104757 0.000984181 0.000843 0.00218583 0.00097284 0.00317177 0.00023154 0.00180636 0.0194415 0.00383485 0.00181695 0.000909572 0.00769249 0.00237223 0.00107452 0.00232336 0.00139281 0.0020732 0.00503518 0.00292909 0.00174728 0.00175948 0.00220952 0.0114547 0.00452473 0.00126358 0.00775604 -4.29051e-06 0.0050069 0.000619636 -0.000212434 2.31481e-07 7.86878e-14 
-29.2571 4.19481e-05 0.000226774 0.000377549 -0.000851776 1.65338e-05 8.85648e-05 0.000151529 5.49407e-10 -0.000216502 0.000532705 -0.000200717 0.000771172 0.00130526 0.00157874 0.000820223 0.005267 0.00230233 0.00187584 0.00108468 0.000509627 0.000345672 0.000795146 0.000463605 0.000242076 0.000268525 0.000611223 0.000238871 0.000184723 0.000243324 0.00187766 0.00186526 0.000452863 0.000139538 0.000682928 0.000644587 0.00054466 0.00141123 0.000618258 0.00205327 0.000147585 0.00115324 0.0124019 0.002528 0.00125513 0.000600057 0.00237223 0.00387574 0.000686272 0.00151415 0.000914212 0.00140635 0.0031761 0.00193289 0.00110265 0.00113447 0.00133128 0.00735487 0.00286587 0.000829245 0.00504712 -1.94359e-06 0.00328638 0.000377755 -0.000136219 1.9538e-06 5.03922e-14 
-9.81447 2.19616e-05 0.000159703 -0.000196543 0.000706541 6.8455e-06 8.39758e-05 -0.000120015 1.4008e-10 -5.10033e-05 0.000203365 -9.30369e-05 0.000405139 0.000407269 0.000504754 0.000274806 0.00190014 0.000843727 0.000729839 0.000403701 0.000197415 0.000132508 0.00030891 0.000187684 0.00012761 0.000110364 0.000245905 9.72573e-05 7.64362e-05 8.6885e-05 0.000748894 0.000739495 0.000193272 5.8529e-05 0.000267272 0.000248404 0.000219914 0.000573764 0.000254433 0.000811519 6.11622e-05 0.00045216 0.00490475 0.000985287 0.000482473 0.000231886 0.00107452 0.000686272 0.00107621 0.000574394 0.000370757 0.000511671 0.00127764 0.000741538 0.000462047 0.00045413 0.000537161 0.00293078 0.00111607 0.000291161 0.0019658 -9.55768e-07 0.00129396 0.000132899 -6.91142e-05 3.42534e-06 1.45225e-14 
-24.9943 1.58196e-05 1.39043e-05 0.000200305 -0.000127079 8.78857e-06 -1.2533e-05 -0.000182875 3.59563e-10 -0.000332772 0.000436737 -0.000130305 0.000787415 0.00114828 0.00121047 0.000713448 0.00415875 0.00177658 0.00152812 0.000859147 0.000422066 0.000318941 0.000700121 0.000443253 0.000233733 0.000248738 0.000521639 0.000210396 0.000156499 0.000201026 0.00163673 0.0016113 0.000409368 0.000127302 0.000617313 0.00055902 0.000486358 0.00124559 0.0005419 0.00179024 0.000142925 0.000982709 0.01101 0.00225508 0.00106102 0.000491224 0.00232336 0.00151415 0.000574394 0.00280583 0.000802339 0.00122828 0.00285406 0.0017158 0.00097248 0.000960683 0.001174 0.00640813 0.00254008 0.000698221 0.0044276 -2.01371e-06 0.00306415 0.000341519 -0.000148794 -3.7157e-06 7.27767e-14 
-6.55923 3.36217e-05 0.000229736 -0.000308764 0.00110393 9.98387e-06 0.000127711 -0.000167689 9.70439e-11 -7.25101e-05 0.000298789 -1.01307e-06 0.000525731 0.000688808 0.000702634 0.000202007 0.00217988 0.00100393 0.000920184 0.000516525 0.000243292 0.000169591 0.000387619 0.000245258 0.000152065 0.000145232 0.000325689 0.000124476 9.983e-05 0.000117392 0.000995061 0.000984883 0.00025671 7.92274e-05 0.000360037 0.000343078 0.000292966 0.000764819 0.000339312 0.00109083 7.70967e-05 0.000607332 0.00649703 0.00132323 0.000635074 0.000298574 0.00139281 0.000914212 0.000370757 0.000802339 0.00154895 0.000754105 0.0017096 0.000955791 0.000582598 0.000617976 0.000691534 0.00371082 0.00150554 0.000409704 0.00257134 -8.88576e-07 0.00166206 0.000175968 -0.000110342 -1.05713e-06 4.55137e-14 
-4.05976 2.88674e-05 8.26459e-05 0.000240317 -0.000152046 7.89501e-06 5.20316e-05 2.04198e-05 2.98877e-10 -0.000147529 0.000477283 1.4453e-06 0.000810408 0.00123297 0.00126519 0.000563543 0.00376825 0.0017569 0.00142379 0.000803107 0.000354174 0.000285931 0.000617123 0.000366071 0.000191926 0.000204265 0.000486887 0.000186136 0.000139116 0.000203413 0.00149386 0.00147656 0.000363335 0.000116133 0.000567332 0.000517992 0.000438367 0.00112648 0.000493389 0.00165827 0.000119809 0.000954006 0.0101942 0.00211287 0.000973371 0.000450319 0.0020732 0.00140635 0.000511671 0.00122828 0.000754105 0.00273497 0.00260675 0.00153861 0.000892592 0.000910323 0.00111006 0.00564638 0.00231147 0.000672682 0.00407353 -1.41171e-06 0.00274456 0.000329156 -0.000127425 -5.76105e-06 1.01128e-13 
17.1709 5.88312e-05 0.000827267 -0.000936293 0.00236306 2.2604e-05 0.000506652 -0.000525243 8.78675e-10 -0.000335894 0.00115639 -0.000436325 0.00163881 0.00260272 0.00268727 0.00172529 0.0091943 0.00439033 0.00338594 0.00199072 0.000887627 0.000696326 0.00148098 0.000931235 0.000487012 0.000548736 0.0011557 0.00045819 0.000352451 0.000438044 0.00357919 0.00352732 0.000896781 0.000287374 0.00129649 0.00122486 0.00104237 0.00271978 0.00119243 0.00386928 0.000289932 0.0022667 0.0247156 0.00487785 0.00228905 0.00104707 0.00503518 0.0031761 0.00127764 0.00285406 0.0017096 0.00260675 0.0103819 0.00358845 0.00232885 0.00218695 0.00258275 0.013833 0.00560776 0.00159411 0.0100049 -2.53768e-06 0.00665157 0.00066897 -0.000296524 -6.79264e-06 2.17087e-13 
17.9944 5.01434e-05 3.86734e-05 0.000328423 -0.00045086 1.61442e-05 3.03555e-05 -0.000134002 5.10392e-10 -0.000145254 0.000629881 -0.000146617 0.000901379 0.00155408 0.00153036 0.00105032 0.0053733 0.00257198 0.00203836 0.00115329 0.00054322 0.000409943 0.000900216 0.000542955 0.000266679 0.000306344 0.000671713 0.000264045 0.000198547 0.000262552 0.00206436 0.00203064 0.000509139 0.000153018 0.000747465 0.000708829 0.000620214 0.00156352 0.000681907 0.00227822 0.000179517 0.00130055 0.0144609 0.00290424 0.00137505 0.000659617 0.00292909 0.00193289 0.000741538 0.0017158 0.000955791 0.00153861 0.00358845 0.0044064 0.00134487 0.00130149 0.00157562 0.00813167 0.00333468 0.000954209 0.00600085 -2.59575e-06 0.0041494 0.00046516 -0.00015707 -5.67913e-06 1.03827e-13 
24.9865 2.56412e-05 0.000198835 -0.00010175 0.000621239 9.79894e-06 0.000114524 -7.94752e-05 3.17684e-10 -9.85705e-05 0.000416322 -0.000168292 0.00047102 0.000921862 0.00118952 0.000648896 0.00304084 0.00153408 0.00120924 0.000676281 0.000301584 0.000246869 0.000541965 0.00031044 0.000149293 0.000168873 0.000404778 0.000152627 0.000114522 0.000158471 0.00124347 0.00123011 0.000305481 0.000101351 0.000445126 0.000421238 0.00037314 0.000954549 0.000410218 0.00135946 0.00010063 0.000798434 0.00868878 0.00171254 0.000838689 0.000371764 0.00174728 0.00110265 0.000462047 0.00097248 0.000582598 0.000892592 0.00232885 0.00134487 0.00232276 0.000727442 0.000969298 0.00492112 0.00197175 0.000561292 0.00352809 -2.04163e-06 0.00253907 0.000262861 -0.000100461 1.89087e-06 6.0833e-14 
42.8912 2.263e-05 7.62305e-05 -1.59683e-05 0.001048 6.06055e-06 3.24005e-05 -0.000147097 3.04787e-10 -5.39781e-05 0.000377382 -0.000250414 0.000536366 0.00077918 0.000899112 0.000683122 0.00310363 0.0015092 0.00117021 0.000688906 0.000269692 0.000218496 0.000489079 0.000326213 0.000158041 0.000160497 0.00038961 0.00014746 0.000117022 0.000149462 0.00120913 0.00119907 0.000294561 9.32367e-05 0.000439225 0.000419651 0.000349644 0.000907683 0.000403474 0.00133679 9.90792e-05 0.000783982 0.00857732 0.00168669 0.000811558 0.000401777 0.00175948 0.00113447 0.00045413 0.000960683 0.000617976 0.000910323 0.00218695 0.00130149 0.000727442 0.00217371 0.0010136 0.00498286 0.00203069 0.000590685 0.00364989 -2.10298e-06 0.00268203 0.000291711 -9.5107e-05 6.27902e-07 6.1915e-14 
67.4664 3.20392e-05 -1.10908e-05 0.000282948 0.000606106 7.73913e-06 -3.02627e-05 -0.000143074 6.23118e-10 -3.59982e-05 0.000485035 -0.000300245 0.000692818 0.00121898 0.00154814 0.00134198 0.00378029 0.00149399 0.00122841 0.000914279 0.00027728 0.000272464 0.000613532 0.000388645 0.000185459 0.000224289 0.000477281 0.000201996 0.000149341 0.000188486 0.00148761 0.00147564 0.000349931 0.000111641 0.000529191 0.00050171 0.000439919 0.00113739 0.000487284 0.00165795 0.000135922 0.000941612 0.0107408 0.00212328 0.00102805 0.000525532 0.00220952 0.00133128 0.000537161 0.001174 0.000691534 0.00111006 0.00258275 0.00157562 0.000969298 0.0010136 0.00360454 0.00628585 0.00245473 0.00066192 0.00447877 -2.74234e-06 0.00344654 0.000362848 -0.000102199 7.64476e-06 7.69815e-14 
501.879 -6.51194e-06 0.000766372 -0.000111913 -0.000499426 3.49312e-05 0.00049034 -0.000908857 3.54199e-09 0.000485594 0.00218577 -0.00178454 0.00286681 0.00546277 0.00650349 0.00649058 0.0216796 0.00979289 0.00719971 0.00457729 0.00162813 0.00137556 0.0031739 0.00214449 0.0010442 0.00115354 0.00257643 0.000955773 0.000751261 0.000979712 0.00767702 0.00755843 0.00189895 0.000555287 0.00283075 0.00266181 0.00223538 0.00579974 0.00256569 0.00866277 0.000661034 0.00512332 0.0565362 0.0112763 0.00523372 0.00245979 0.0114547 0.00735487 0.00293078 0.00640813 0.00371082 0.00564638 0.013833 0.00813167 0.00492112 0.00498286 0.00628585 0.048065 0.0137003 0.00410806 0.0250436 -1.5724e-05 0.0191181 0.0021508 -0.000444626 -6.57096e-06 1.55305e-13 
264.27 3.40531e-05 0.000214005 -0.000500801 0.00258312 -6.10857e-06 9.8673e-05 -0.000632241 1.349e-09 8.94728e-05 0.000677586 -0.0010266 0.00133636 0.00224291 0.00273874 0.00272654 0.00728188 0.00326307 0.0025429 0.00178323 0.000535503 0.00051312 0.00124103 0.000723553 0.000346401 0.000452952 0.000998332 0.000364024 0.000304332 0.000370573 0.00302594 0.00299964 0.00074812 0.000234871 0.00109339 0.00103576 0.000878052 0.00233713 0.00101812 0.00341214 0.000265454 0.001996 0.0223951 0.00422217 0.00209636 0.000978093 0.00452473 0.00286587 0.00111607 0.00254008 0.00150554 0.00231147 0.00560776 0.00333468 0.00197175 0.00203069 0.00245473 0.0137003 0.010967 0.00158762 0.0101647 -8.01954e-06 0.00801088 0.000906372 -0.000237916 5.35102e-06 1.24223e-13 
90.7439 1.06046e-05 1.92807e-05 1.24152e-05 0.000779425 7.96845e-06 2.15008e-06 -8.40852e-05 1.95459e-10 0.000117043 0.000190933 -0.000209645 0.00028143 0.000405686 0.000820034 0.000432175 0.00194412 0.000856552 0.000753471 0.000465302 0.000188867 0.000128994 0.000354729 0.000230963 0.000107896 0.000127028 0.000268716 9.95498e-05 8.95532e-05 0.000105064 0.000828254 0.000834813 0.000194104 6.06365e-05 0.00030106 0.000297405 0.000250157 0.000652868 0.000285216 0.00097105 7.0123e-05 0.000550379 0.00615844 0.00122894 0.000596511 0.000285714 0.00126358 0.000829245 0.000291161 0.000698221 0.000409704 0.000672682 0.00159411 0.000954209 0.000561292 0.000590685 0.00066192 0.00410806 0.00158762 0.00208212 0.00278909 -1.88002e-06 0.0023515 0.00024685 -7.68084e-05 -1.35338e-07 3.10241e-14 
740.216 5.92333e-05 0.000140247 0.000250099 0.00774697 1.99217e-05 1.38033e-05 -0.00031271 1.3187e-09 0.00106925 0.000716829 -0.00172255 0.00244989 0.00373691 0.00425817 0.00274308 0.0108814 0.00515072 0.00419731 0.0027517 0.000916614 0.000841705 0.00215312 0.00119438 0.000610433 0.000718165 0.00161879 0.00064264 0.000459791 0.000616672 0.00499673 0.00489064 0.00128037 0.000381186 0.00186033 0.0017269 0.00151966 0.00381722 0.00165617 0.00582555 0.000454495 0.00340691 0.0374524 0.00747485 0.00359698 0.00162003 0.00775604 0.00504712 0.0019658 0.0044276 0.00257134 0.00407353 0.0100049 0.00600085 0.00352809 0.00364989 0.00447877 0.0250436 0.0101647 0.00278909 0.0283202 -8.64996e-06 0.0156269 0.00185615 -0.000463018 7.6596e-06 2.5441e-13 
-0.557813 -1.16269e-07 -2.95889e-07 2.78664e-06 -7.0649e-06 -1.30016e-07 9.28034e-08 -1.01026e-06 9.84367e-12 -3.01997e-06 -5.14254e-06 4.7034e-06 -1.78042e-05 2.36417e-06 -7.74317e-06 1.74227e-05 -4.11906e-06 -2.78778e-06 -4.2872e-06 -2.3599e-06 -5.88186e-07 -1.55452e-08 1.22198e-07 -7.42138e-07 -4.58132e-07 -1.59446e-07 -1.2903e-06 8.32175e-08 -4.84666e-07 -4.60172e-07 -2.13518e-06 -2.4753e-06 -3.53171e-07 -7.34696e-08 -4.9646e-07 -7.26038e-07 -4.80624e-07 -2.54928e-06 -1.24439e-06 -2.96476e-06 -1.56452e-07 -1.12619e-06 -1.51006e-05 -4.38428e-06 -1.64711e-06 -1.01755e-06 -4.29051e-06 -1.94359e-06 -9.55768e-07 -2.01371e-06 -8.88576e-07 -1.41171e-06 -2.53768e-06 -2.59575e-06 -2.04163e-06 -2.10298e-06 -2.74234e-06 -1.5724e-05 -8.01954e-06 -1.88002e-06 -8.64996e-06 4.29525e-06 -1.31181e-05 6.95944e-06 1.69223e-07 5.84605e-08 -3.70781e-16 
860.341 -1.34373e-05 -0.000602003 0.000478025 0.00417061 1.26504e-05 -0.000417698 -0.000297054 -7.22281e-10 0.000965971 -1.37534e-05 -0.00132267 0.00276309 0.00274842 0.0021715 -3.08958e-05 0.0057315 0.00381318 0.00285886 0.00151217 0.00056476 0.000332168 0.00148953 0.000821885 0.000392318 0.000432654 0.000987385 0.00039212 0.000314664 0.000399922 0.00311782 0.00307711 0.00078589 0.00024322 0.00115166 0.00113168 0.000984158 0.00248607 0.00107759 0.00384 0.000299314 0.00225014 0.0246683 0.00505046 0.00243005 0.00108077 0.0050069 0.00328638 0.00129396 0.00306415 0.00166206 0.00274456 0.00665157 0.0041494 0.00253907 0.00268203 0.00344654 0.0191181 0.00801088 0.0023515 0.0156269 -1.31181e-05 0.0226299 0.0016363 -0.000323832 -1.85607e-05 2.95478e-13 
127.785 -1.01096e-05 -0.000147664 0.000333166 0.000318029 3.86326e-06 -0.000133863 2.87874e-05 -2.6843e-10 0.000559756 0.000147329 -0.000625532 0.00103814 0.000170414 0.000738053 -0.000544787 0.000706742 0.000194984 0.000208195 0.000275981 -4.87236e-05 -5.60446e-06 0.00010779 7.79252e-05 3.82008e-05 4.45369e-05 0.000130709 3.68791e-05 3.53126e-05 4.48375e-05 0.000353197 0.000354365 8.73315e-05 1.74118e-05 0.000123357 0.000112998 0.000109858 0.000296768 0.000115297 0.000426365 3.26835e-05 0.000258816 0.002745 0.000602488 0.000288991 0.000139889 0.000619636 0.000377755 0.000132899 0.000341519 0.000175968 0.000329156 0.00066897 0.00046516 0.000262861 0.000291711 0.000362848 0.0021508 0.000906372 0.00024685 0.00185615 6.95944e-06 0.0016363 0.00212004 -3.26649e-05 -7.83304e-06 6.15034e-14 
-93.1967 -7.44109e-05 -0.000330981 -0.000111791 -0.000711756 -1.29752e-05 -0.000176846 0.000119774 2.23485e-10 0.000359219 0.000409474 0.000642588 0.000447148 0.000425715 0.000870748 0.00152988 0.00467067 0.00174167 0.000683125 0.00033876 0.000171995 3.74943e-05 9.72743e-05 4.32862e-05 1.01582e-05 -1.68587e-06 -2.67068e-05 -1.4908e-05 -1.28186e-05 -1.85998e-05 -0.00020615 -0.000271484 -7.64665e-05 -2.97337e-05 -0.000143932 -0.000146294 -0.000134786 -0.00034113 -0.000129169 -0.000327714 -1.41005e-05 -4.21282e-05 -0.000208726 -0.000137214 -0.000116508 -3.6075e-05 -0.000212434 -0.000136219 -6.91142e-05 -0.000148794 -0.000110342 -0.000127425 -0.000296524 -0.00015707 -0.000100461 -9.5107e-05 -0.000102199 -0.000444626 -0.000237916 -7.68084e-05 -0.000463018 1.69223e-07 -0.000323832 -3.26649e-05 0.000403436 4.55053e-06 -4.78144e-14 
5.10613 6.41464e-07 3.84687e-05 8.30929e-05 0.000149377 1.41244e-06 1.96662e-05 4.46969e-07 2.44657e-12 -3.45789e-05 -8.09204e-06 9.91691e-05 2.70169e-05 -2.46358e-05 3.62e-05 0.000104229 6.39074e-05 -9.66862e-06 -1.9114e-06 1.45548e-05 -4.79809e-06 -4.79443e-06 -3.04699e-06 5.605e-06 6.36956e-07 2.95319e-06 2.91266e-06 2.30458e-07 -4.79872e-08 9.5591e-07 -2.40773e-06 -6.8774e-06 -6.59067e-07 -1.33098e-06 4.74666e-07 -2.97674e-06 -2.35028e-07 -8.57577e-06 -1.73292e-06 1.05519e-06 9.59394e-07 -2.67297e-06 1.05363e-05 1.12517e-05 5.69418e-06 -3.04673e-06 2.31481e-07 1.9538e-06 3.42534e-06 -3.7157e-06 -1.05713e-06 -5.76105e-06 -6.79264e-06 -5.67913e-06 1.89087e-06 6.27902e-07 7.64476e-06 -6.57096e-06 5.35102e-06 -1.35338e-07 7.6596e-06 5.84605e-08 -1.85607e-05 -7.83304e-06 4.55053e-06 6.57246e-05 9.09719e-15 
2.82143e-08 3.13122e-15 -1.25432e-13 -1.15204e-13 -8.1253e-14 1.20916e-14 6.28198e-15 3.5932e-13 -6.36505e-18 6.88376e-13 1.36907e-13 1.10193e-12 5.56883e-13 -3.03015e-13 -4.50879e-13 -1.80414e-12 -5.75317e-13 -9.38778e-14 9.70992e-14 1.30966e-13 1.37002e-13 -1.73915e-14 4.95921e-15 2.08203e-14 3.45535e-15 -2.53677e-16 -1.94343e-15 1.16195e-14 8.53347e-15 1.42239e-14 6.31069e-14 8.31726e-14 4.74656e-14 3.73097e-14 4.80888e-15 1.74648e-14 5.51963e-14 8.12777e-14 6.94707e-14 2.02981e-13 8.76048e-15 4.82439e-14 -1.23942e-13 9.99881e-14 5.20042e-14 1.16172e-14 7.86878e-14 5.03922e-14 1.45225e-14 7.27767e-14 4.55137e-14 1.01128e-13 2.17087e-13 1.03827e-13 6.0833e-14 6.1915e-14 7.69815e-14 1.55305e-13 1.24223e-13 3.10241e-14 2.5441e-13 -3.70781e-16 2.95478e-13 6.15034e-14 -4.78144e-14 9.09719e-15 3.2141e-20 
*end
