*mpd[__mpd__]
estimate_values:
process[Recruitment].b0 age_length[asMm0].linf age_length[asMm0].cv_last selectivity[potSurveySel_male].a50 selectivity[potSurveySel_male].ato95 selectivity[potSurveySel_female].a50 selectivity[potSurveySel_female].ato95 process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} process[Recruitment].ycs_values{2014} 
14199.6 47.3306 0.0597766 3.03935 0.190776 3.31449 1.03324 0.235225 0.232175 0.233214 0.241989 0.264644 0.314841 0.416173 0.601742 0.902122 1.37833 1.56002 1.0289 0.847878 0.846857 1.06536 1.54897 1.05329 0.803052 0.816686 0.628379 0.802062 0.745814 0.467129 1.09423 0.921275 0.384129 0.905891 0.709813 0.835569 0.426295 1.28746 0.690333 0.736379 0.561556 0.439783 
covariance_matrix:
-3.32144 -0.00925673 -1.77604e-05 -0.000547716 -0.00441583 -6.33361e-05 0.00179118 0.00102313 0.00101494 0.00106195 0.00121964 0.00160062 0.00259587 0.00383087 -0.00039076 0.00643961 0.00878094 0.0113606 0.00359395 0.00220947 0.00754876 0.0159821 0.0097157 0.00191397 0.000817103 -0.00086399 -0.00789683 -0.0100601 0.0581364 -0.00180605 -0.000484324 0.00212713 0.0013846 0.0049159 0.00288907 0.0044286 0.00198582 0.00730044 0.00355641 0.0038293 0.00257501 0.00203193 
-4.74088 0.00398269 -0.000179311 0.0040504 0.0198643 0.000238163 -0.000264708 0.000866773 0.00083437 0.000819704 0.000845761 0.000915115 0.000862041 0.00164955 0.00328408 0.0037332 0.0018044 0.0104453 0.00135979 0.0018006 0.000712148 0.00110905 0.0114388 0.00127364 0.00347336 0.00109364 0.000595817 -0.000747096 -0.00180605 0.0219761 0.00110536 0.00124537 0.00108063 0.0026109 0.00183713 0.00238036 0.00127151 0.00352542 0.00210469 0.0020517 0.00165523 0.00115567 
-27.171 0.0566234 -0.000746025 0.0109789 0.0530934 -0.00101156 -0.00541708 0.0010277 0.00101906 0.000986653 0.00095972 0.000954586 0.000850258 0.00266697 0.00599842 0.00524068 0.00703817 0.0390229 0.00548348 0.00539356 0.00139015 0.00195906 0.0367423 0.00314841 0.0102832 0.00592443 0.00171446 0.00203589 -0.000484324 0.00110536 0.0577112 0.00493329 0.00277782 0.00627835 0.00624001 0.00693311 0.00346356 0.0100276 0.00458289 0.0036365 0.00156065 0.0011927 
-23.0074 0.071342 -0.00073401 0.00869049 0.0422501 -0.00173807 -0.0058898 0.00098505 0.000958419 0.000936707 0.000935276 0.000942777 0.000833055 0.0020437 0.002937 0.00449828 -0.000967072 0.0301809 0.00717509 0.00525381 0.00274286 0.00197683 0.0296139 0.00223116 0.00768533 0.00529731 0.00309031 0.00472132 0.00212713 0.00124537 0.00493329 0.0375241 0.00246841 0.00361389 0.00377488 0.00566117 0.00264565 0.00837842 0.00486446 0.00344903 0.00085735 0.00106041 
-4.02496 0.0126896 -0.000150664 0.00250545 0.0123716 -0.00100145 -0.00194005 0.000485816 0.000473861 0.000480915 0.000524707 0.000619422 0.000798255 0.000933603 0.00126781 0.00117256 0.00413822 0.00974425 0.000738296 0.0011138 0.000927716 0.00172033 0.0105737 0.00066388 0.00243094 0.00205593 0.00115722 0.00215371 0.0013846 0.00108063 0.00277782 0.00246841 0.00815946 0.00147798 0.00128843 0.00167577 0.00095887 0.00313263 0.00188778 0.00173567 0.000868645 0.000744112 
1.02788 -0.00970441 2.80165e-05 0.002205 0.0112115 0.00368473 0.0132743 0.00133781 0.00134523 0.00138262 0.00147448 0.00165739 0.00187018 0.00201229 0.00566083 0.00577257 0.0153764 0.00825377 0.00577631 0.00573594 0.00555847 0.00612937 0.0131189 0.00580602 0.00643153 0.00624603 0.00274327 0.00544422 0.0049159 0.0026109 0.00627835 0.00361389 0.00147798 0.0230002 0.00257319 0.00355751 0.00209016 0.00801421 0.00410189 0.00408367 0.00359548 0.00333222 
-4.80352 0.0103864 -0.000193064 0.00627363 0.0258249 0.0023017 -0.00735994 0.00108361 0.00105501 0.00104549 0.00108162 0.00117216 0.00120411 0.00146573 0.00251868 0.00547615 0.00377349 0.0148789 0.00540467 0.004408 0.00403657 0.00399593 0.019696 -0.00049131 0.00546063 0.00457051 0.00319943 0.00478034 0.00288907 0.00183713 0.00624001 0.00377488 0.00128843 0.00257319 0.022 0.00273373 0.00154601 0.00598663 0.00399867 0.00277807 0.00186438 0.00169259 
-3.57552 0.0129708 -0.000172984 0.00462019 0.0225654 -0.00202412 -0.00398019 0.00108465 0.00107798 0.00108428 0.00112181 0.00120684 0.0013475 0.00152075 0.00431129 0.0033248 0.0115915 0.0162143 0.00244095 0.00512226 0.00462454 0.00461208 0.0215957 -9.76891e-05 0.00790393 0.00598399 0.00317212 0.00531742 0.0044286 0.00238036 0.00693311 0.00566117 0.00167577 0.00355751 0.00273373 0.025668 0.00190662 0.0069505 0.00388652 0.00407616 0.00319829 0.00164588 
1.41082 0.00283216 -2.64238e-05 0.00184493 0.0091411 -0.000373205 0.000371112 0.00055515 0.000547338 0.000560507 0.000614192 0.000732474 0.000821095 0.000906725 0.00170891 0.00314451 0.00325839 0.00615745 0.00340401 0.00180099 0.00170689 0.00260866 0.00760483 0.00171111 0.00338968 0.00247441 0.000877522 0.00206846 0.00198582 0.00127151 0.00346356 0.00264565 0.00095887 0.00209016 0.00154601 0.00190662 0.00843936 0.00361858 0.00205823 0.00237746 0.00197572 0.00122603 
5.69304 0.0141412 -9.23673e-05 0.00220214 0.0106884 0.00424596 0.0130357 0.00161506 0.00162305 0.00165116 0.0017133 0.00181523 0.00186986 0.0022201 0.00787737 0.00555663 0.0203182 0.0116015 0.00821587 0.010348 0.00859808 0.00582743 0.0204396 0.00485772 0.0111036 0.00954228 0.00477923 0.00809201 0.00730044 0.00352542 0.0100276 0.00837842 0.00313263 0.00801421 0.00598663 0.0069505 0.00361858 0.0347039 0.00682036 0.00727637 0.00573963 0.00477606 
